row_id,company_id,company_name,industry,country,employee_count,annual_revenue_usd,invoice_id,invoice_date,due_date,invoice_amount_usd,status,contact_name,contact_email,address,notes
139,CMP-100138,North Works LLC,FinTech,BR,10545,2809109.6910265554,INV-645673,2025-07-16,10-Sep-2025, 70372.32 ,PAID,M. Nguyen,ops0138@example.org,2573 Maple St,check signature ???
140,CMP-100139,North Systems LLC,FinTech,CA,10097,1426565.3029292957,INV-369965,07/16/2025,02-Sep-2025, 66003.82 ,refunded,M. Brown,ops0139@example.org,9125 Main St,manual override
141,CMP-100140,Delta Systems LLC,Healthcare,CA,6857,1234453.9271784958,INV-996790,2025/11/30,2025/12/23,31295.21,refunded,L. Patel,unknown,6631 Main St,see thread #A12
141-dup,CMP-100140,Delta Systems LLC,Healthcare,CA,6857,1234453.9271784958,INV-996790,2025/11/30,2025/12/23,31295.21,refunded,L. Patel,unknown,6631 Main St,see thread #A12 / duplicate from email chain
142,CMP-100141,Delta Energy LLC,Telecom,BR,2470,3966738.954374597,INV-974402,19-Nov-2025,12/29/2025,111741.27,pending,K. Kim / K. Kim,ops0141@example.org,8139 Pine St,acct moved to new owner
143,CMP-100142,North Dynamics LLC,Manufacturing,BR,6886,848790.8281116341,INV-790336,2025/11/23,18-Dec-2025,34232.27,refunded,L. Patel,ops0142@example.org,9363 Pine St,received via fax ...
144,CMP-100143,North Energy LLC,FinTech,JP,4650,3888604.1208347003,INV-806647,21-Nov-2025,12/31/2025,115993.27,refunded,L. Kim / L. Kim,ops0143@example.org,1497 Pine St,acct moved to new owner
145,CMP-100144,Delta Foods LLC,Logistics,JP,7144,1951202.5229735519,INV-915978,2025-09-19,12-Oct-2025, 98407.41 ,pending,K. Patel,ops0144@example.org,6127 Maple St,received via fax
145-dup,CMP-100144,Delta Foods LLC,Logistics,JP,7144,1951202.5229735519,INV-915978,2025-09-19,12-Oct-2025, 98407.41 ,pending,K. Patel,ops0144@example.org,6127 Maple St,received via fax / duplicate from email chain
146,CMP-100145,Prime Dynamics LLC,Construction,DE,3104,2470949.710768097,INV-895083,22-Aug-2025,11-Sep-2025,9.27e+04,pending,K. Nguyen,ops0145@example.org,N/A,PO attached
147,CMP-100146,Union Foods LLC,Software,IN,2697,1178853.8218062974,INV-796493,2026-01-29,03/09/2026,99144.61,refunded,K. Garcia,ops0146@example.org,7708 Maple St,received via fax
148,CMP-100147,Global Foods LLC,Manufacturing,BR,7287,"899,835.19",INV-458817,2025-08-12,09/11/2025,5.29e+04,void,L. Kim,ops0147@example.org,1886 Main St,manual override
149,CMP-100148,Union Works LLC,Retail,FR,3672,812950.6269243913,INV-522274,09/07/2025,2025-10-25,38117.57,refunded,K. Patel,ops0148@example.org,1497 Main St,check signature ???
150,CMP-100149,Prime Works LLC,Construction,BR,741,1755822.8655679151,INV-496575,2026/01/18,03/05/2026,58774.05,pending ,J. Garcia,ops0149@example.org,9215 Main St,PO attached
151,CMP-100150,Union Systems LLC,Retail,FR,7718,2673216.126087392,INV-677441,2025/09/18,2025/10/09,74996.99,refunded,J. Patel,ops0150@example.org,4831 Maple St,PO attached
152,CMP-100151,Union Foods LLC,Energy,CA,2152,46056.559833239415,INV-782169,24-Sep-2025,10/26/2025,4535,pending,K. Nguyen,ops0151@example.org,7972 Main St,received via fax
153,CMP-100152,Union Foods LLC,Construction,MX,11671,29041.07899058573,INV-382930,2025/11/14,01/12/2026,908.37,pending,J. Garcia,ops0152@example.org,3596 Pine St,PO attached
154,CMP-100153,North Energy LLC,Construction,BR,3478,2346267.7907816735,INV-486094,2025-10-06,10/26/2025,67612.17,Paid,J. Garcia,ops0153@example.org,5046 Sunset St,acct moved to new owner
155,CMP-100154,Union Dynamics LLC,Telecom,CA,1736,3821572.3479924514,INV-779742,17-Sep-2025,15-Nov-2025,113408.9,overdue,L. Patel,ops0154@example.org,5744 Maple St,acct moved to new owner
156,CMP-100155,Prime yDnamics LLC,N/A,DE,4700,139252.12266593348,INV-760023,12/14/2025,01/08/2026,13509.8,Paid,K. Patel,ops0155@example.org,3037 Sunset St,check signature ???
157,CMP-100156,Prime Systems LLC,FinTech,MX,3804,705383.4998867069,INV-220350,2025-07-29,08/28/2025,2.58e+04,overdue,M. Kim,ops0156@example.org,2716 Maple St,
158,CMP-100157,North Works LLC,Energy,MX,10204,921889.2215092683,INV-486470,12-Jan-2026,26-Feb-2026,49060.21,Paid,J. Brown,ops0157@example.org,3921 Maple St,acct moved to new owner
159,CMP-100158,Union Dynamics LLC,Telecom,DE,3849,2493515.626655787,INV-545603,2025-12-17,2026-01-05,100508.55,refunded,K. Nguyen,ops0158@example.org,6409 Maple St,check signature ??? (unclear)
160,CMP-100159,Union Energy LLC,Construction,IN,7881,1587087.2738206377,INV-857901,29-Aug-2025,2025-10-09,102522.08,Paid,L. Kim,ops0159@example.org,7707 Main St,PO attached
161,CMP-100160,Global Dynamics LLC,FinTech,JP,4547,823752.7786356008,INV-444448,08/22/2025,2025-09-11,69283,overdue,K. Brown,ops0160@example.org,5789 Pine St,invoice scan low quality
162,CMP-100161,North Works LLC,Logistics,KR,7619,1021869.6576725886,INV-489182,2025-10-13,17-Nov-2025,53147.31,paid,L. Garcia,ops0161@example.org,990 Maple St,acct moved to new owner
163,CMP-100162,North Foods LLC,FinTech,US,11287,2162694.7831733683,INV-442591,10/16/2025,11/08/2025,118725.48,pending,J. Patel,ops0162@example.org,,PO attached ...
164,CMP-100163,Delta Dynamics LLC,Construction,IN,3428,998909.589036006,INV-261061,2025/12/11,10-Jan-2026,37080.5,void,M. Kim,ops0163@example.org,3030 Sunset St,received via fax
165,CMP-100164,PrimeW orks LLC,Telecom,JP,1368,1252905.5189377898,INV-276416,2025-11-28,2026/01/08,67325.4,overdue,K. Kim,ops0164@example.org,6568 Main St,manual override
166,CMP-100165,Delta Dynamics LLC,Software,BR,4601,2466855.4758571684,INV-576085,2026/01/31,2026-02-18, 112629.41 ,overdue,J. Kim,ops0165@example.org,8111 Sunset St,check signature ???
167,CMP-100166,Global Systems LLC,Telecom,KR,1959,2981671.667138868,INV-286501,12/07/2025,2025/12/25,82867.81,paid,J. Kim,ops0166@example.org,7946 Maple St,received via fax (unclear)
168,CMP-100167,Global Systems LLC,FinTech,DE,9474,2051280.591219052,INV-702285,15-Oct-2025,11/01/2025,53046.33,pending,M. Patel,ops0167@example.org,3497 Sunset St,manual override
169,CMP-100168,Global Dynamics LLC,Telecom,MX,1528,1108132.5701908187,INV-669358,2025-11-17,2025/12/24,"35,499.87",paid,M. Patel,ops0168@example.org,3714 Main St,acct moved to new owner
170,CMP-100169,Prime Systems LLC,Retail,BR,3271,2161753.918902563,INV-466894,18-Jan-2026,02/04/2026,57806.47,void,L. Kim / L. Kim,ops0169@example.org,6977 Sunset St,see thread #A12
171,CMP-100170,North Systems LLC,Telecom,MX,5458,"$3,304,856.37",INV-775355,2026-02-03,03/15/2026,89488.35,void,L. Kim / L. Kim,ops0170@example.org,4808 Pine St,PO attached
172,CMP-100171,Prime Energy LLC,Healthcare,JP,9046,2035969,INV-607904,2025-09-21,18-Oct-2025,106878.74,over-due,J. Garcia,ops0171@example.org,8106 Pine St,acct moved to new owner
173,CMP-100172,North Systems LLC,Manufacturing,IN,11809,3823448.6357942866,INV-983223,2025/07/25,2025/08/19,1.01e+05,void?,J. Patel,ops0172@example.org,8494 Sunset St,see thread #A12
174,CMP-100173,Union Systems LLC,Manufacturing,DE,10088,476129.88607514993,INV-478498,09/07/2025,10/03/2025,20927.33,pending,M. Brown / M. Brown,ops0173@example.org,6863 Pine St,invoice scan low quality
175,CMP-100174,North Systems LLC,Energy,JP,11400,976178.3416007888,INV-684304,10/14/2025,2025-11-10,33151.02,void?,L. Garcia,ops0174@example.org,1164 Sunset St,invoice scan low quality
176,CMP-100175,Prime WorKs LLC,Retail,BR,6882,153050.88163427962,INV-784271,07/29/2025,19-Aug-2025, 12515.30 ,Paid,J. Patel,ops0175@example.org,3454 Pine St,invoice scan low quality
176-dup,CMP-100175,Prime WorKs LLC,Retail,BR,6882,153050.88163427962,INV-784271,07/29/2025,19-Aug-2025, 12515.30 ,Paid,J. Patel,ops0175@example.org,3454 Pine St,invoice scan low quality
177,CMP-100176,Prime Systems LLC,Healthcare,US,557,330864.3079753439,INV-623439,2025/10/03,21-Oct-2025,47135.23,overdue,J. Garcia,ops0176@example.org,6467 Maple St,received via fax
178,CMP-100177,Prime Systems LLC,Healthcare,MX,1176,1047122.4223046593,INV-628435,2025-07-21,2025-08-09,29312.01,refunded,K. Garcia,ops0177@example.org,6161 Sunset St,PO attached
179,CMP-100178,North Foods LLC,Logistics,IN,7094,72074.6,INV-852320,2025/11/12,2025/12/20,11492.28,void,K. Patel,ops0178@example.org,1660 Main St,manual override
180,CMP-100179,North Dynamics LLC,FinTech,US,1464,2097995.764393186,INV-635020,15-Aug-2025,10/06/2025,1.01e+05,refunded,K. Garcia,ops0179@example.org,5372 Maple St,manual override
180-dup,CMP-100179,North Dynamics LLC,FinTech,US,1464,2097995.764393186,INV-635020,15-Aug-2025,10/06/2025,1.01e+05,refunded,K. Garcia,ops0179@example.org,5372 Maple St,manual override
181,CMP-100180,Union Energy LLC,Healthcare,IN,unknown, 274564.34 ,INV-563533,2025/07/07,2025/07/22,45376.54,refunded,M. Brown,ops0180@example.org,6405 Maple St,manual override
182,CMP-100181,Global ENergy LLC,Logistics,MX,10012,1991728,INV-747491,2025/12/11,06-Feb-2026,62642.74,over-due,J. Kim,unknown,7429 Pine St,acct moved to new owner
183,CMP-100182,Prime Systems LLC,Manufacturing,KR,2771,162308.16920999286,INV-688988,01-Sep-2025,2025/09/29,12873.51,overdue,L. Brown,,8398 Maple St,PO attached
184,CMP-100183,Union Dynamics LLC,Logistics,MX,10186,1588209.0664011969,INV-262658,10/02/2025,20-Oct-2025,118742.43,refunded,M. Nguyen,ops0183@example.org,412 Main St,see thread #A12
185,CMP-100184,Prime Systems LLC,Energy,DE,2185,814501,INV-904852,2026/02/02,2026/04/03, 32181.25 ,refunded,L. Nguyen / L. Nguyen,ops0184@example.org,unknown,urgent follow-up
186,CMP-100185,Prime Energy LLC,Construction,KR,4807,1497744.3747521343,INV-782480,27-Oct-2025,12/24/2025,"111,665.27",void,J. Brown,ops0185@example.org,8395 Pine St,urgent follow-up
187,CMP-100186,Global Dynamics LLC,Energy,CA,5731,436253.0116019789,INV-433866,11-Feb-2026,2026/03/20,31120.18,Paid,L. Kim,ops0186@example.org,8028 Main St,manual override ...
188,CMP-100187,Prime Dynamics LLC,Construction,KR,5993,395187.3432572872,INV-801437,30-Jan-2026,2026-03-19,10054.63,overdue,K. Kim,ops0187@example.org,7769 Main St,check signature ???
189,CMP-100188,Union Foods LLC,Retail,KR,3385,971890.8691502269,INV-916054,2025-08-07,2025-09-17,6.77e+04,pending ,K. Patel,ops0188@example.org,1886 Pine St,manual override
190,CMP-100189,Delta Systems LLC,Construction,US,15,2578899.8822245514,INV-805563,2025/11/14,24-Dec-2025,"$69,105.15",pending,L. Brown,ops0189@example.org,2252 Main St,acct moved to new owner
191,CMP-100190,North Energy LLLC,Software,FR,8148,826370.9843883085,INV-979874,14-Jan-2026,02/14/2026,26024.62,PAID,J. Garcia,ops0190@example.org,9694 Maple St,urgent follow-up
192,CMP-100191,North Dynamics LLC,Logistics,KR,unknown,1063031.4949088073,INV-606481,09/07/2025,10/04/2025,65751.43,overdue,K. Kim,ops0191@example.org,7616 Main St,invoice scan low quality
193,CMP-100192,Global Foods LLC,Manufacturing,MX,11779,181055.23723915438,INV-798882,2025-10-26,18-Nov-2025,22955.77,paid,K. Garcia,ops0192@example.org,6276 Main St,check signature ???
194,CMP-100193,Delta Foods LLC,Construction,IN,5148,2827338.7311777514,INV-573487,09/04/2025,2025-10-13,107808.5,overdue,J. Brown,ops0193@example.org,5091 Maple St,check signature ???
195,CMP-100194,North Energy LLC,FinTech,BR,9989,2069530.2668733518,INV-305562,11-Feb-2026,2026-03-29,115378.42,overdue,K. Garcia,ops0194@example.org,3837 Main St,PO attached
196,CMP-100195,Union Works LLC,Healthcare,CA,11545,1389014.874840789,INV-680041,2026-01-02,01/30/2026,101214.68,Paid,L. Nguyen,ops0195@example.org,5634 Maple St,PO attached
197,CMP-100196,Delta Systems LLC,Healthcare,IN,2689,2220426.2609484987,INV-616562,02/04/2026,unknown,112971.98,pending,K. Brown,ops0196@example.org,8735 Pine St,manual override !!!
198,CMP-100197,North Systems LLC,Telecom,FR,3483,"USD 2,273,673.67",INV-731208,2025/09/16,2025/11/07,104179.17,pending,K. Nguyen,ops0197@example.org,3991 Pine St,see thread #A12 (unclear)
199,CMP-100198,Prime Energy LLC,FinTech,JP,3383,2510480.461482733,INV-283348,08-Jan-2026,2026/03/03, 107541.97 ,void,J. Garcia,ops0198@example.org,2356 Maple St,invoice scan low quality
200,CMP-100199,Delta Foods LLC,Telecom,US,7375,1078292.4139221278,INV-517532,11/18/2025,2026-01-06,67738.43,pending ,J. Garcia,ops0199@example.org,9968 Pine St,see thread #A12
201,CMP-100200,Prime Foods LLC,Logistics,JP,9904,3583091.3140148674,INV-433113,14-Nov-2025,2026-01-10,98163.35,pending,L. Garcia,ops0200@example.org,2580 Pine St,see thread #A12
202,CMP-100201,Prime Energy LLC,Energy,BR,4124,833226.3346425062,INV-472210,30-Oct-2025,2025/11/14,29353.99,paid,K. Kim,ops0201@example.org,3198 Pine St,manual override
203,CMP-100202,North Dynamics LLC,Construction,MX,9278,170913.65047468623,INV-254898,2025/11/13,2025-12-30,9822.76,void,K. Kim / K. Kim,ops0202@example.org,9768 Main St,urgent follow-up
204,CMP-100203,North Dynamics LLC,FinTech,US,2693,3391826.9364704816,INV-545816,12/20/2025,31-Jan-2026, 104395.31 ,pending ,L. Patel,ops0203@example.org,1180 Pine St,urgent follow-up
205,CMP-100204,Delta Systems LLC,Construction,US,10997,412755.02098481596,INV-525378,2026-02-12,04/05/2026,60657.35,void,L. Nguyen,ops0204@example.org,3772 Sunset St,invoice scan low quality
206,CMP-100205,Union Energy LLC,Software,BR,10786,"2,538,683.29",INV-582519,10/19/2025,2025/12/16,79561.97,overdue,M. Kim,ops0205@example.org,2906 Pine St,acct moved to new owner
207,CMP-100206,Prime Works LLC,unknown,MX,9105,794639,INV-319563,2025-09-02,2025-09-24,72019.66,void,K. Brown,ops0206@example.org,2283 Sunset St,see thread #A12
208,CMP-100207,Prime Systems LLC,FinTech,JP,10098, 912480.12 ,INV-594431,2025/11/01,2025-12-19,"$51,759.98",pending ,J. Kim,ops0207@example.org,1414 Maple St,PO attached (unclear)
208-dup,CMP-100207,Prime Systems LLC,FinTech,JP,10098, 912480.12 ,INV-594431,2025/11/01,2025-12-19,"$51,759.98",pending ,J. Kim,ops0207@example.org,1414 Maple St,PO attached (unclear) / duplicate from email chain
209,CMP-100208,North Dynamics LLC,Logistics,IN,4903,259986.73133734587,INV-547034,2025/08/11,10/03/2025,27963.47,overdue,L. Patel,ops0208@example.org,6529 Main St,check signature ??? !!!
210,CMP-100209,Union Foods LLC,Energy,MX,194,670507.4694441493,INV-329428,2025/08/28,2025/10/21,105372.16,refunded,L. Kim,ops0209@example.org,4323 Sunset St,see thread #A12 !!!
211,CMP-100210,Delta Foods LLC,Telecom,MX,1163,954635.5772220222,INV-738578,28-Nov-2025,01/06/2026,87558.39,void,M. Kim,ops0210@example.org,6940 Sunset St,acct moved to new owner
212,CMP-100211,Prime Systems LLC,Energy,KR,2594,"3,959,404.52",INV-572577,2025/11/27,2026/01/10,"$115,898.11",pending ,K. Brown,ops0211@example.org,8241 Main St,invoice scan low quality
213,CMP-100212,Union Energy LLC,Manufacturing,KR,730,2872010.7641499387,INV-725160,01/11/2026,02/01/2026,83901.66,overdue,M. Patel,ops0212@example.org,6620 Pine St,see thread #A12
214,CMP-100213,Deltaa Works LLC,Manufacturing,BR,8560,1179301.6135003632,INV-698871,2025-09-10,10/05/2025,57895.11,void,L. Garcia,ops0213@example.org,7160 Sunset St,PO attached
215,CMP-100214,Prime Energy LLC,FinTech,FR,7942,1725788.3883003532,INV-616001,2025/10/11,12/07/2025,76788.46,PAID,L. Brown,ops0214@example.org,5593 Main St,acct moved to new owner
216,CMP-100215,Union Sysems LLC,Software,KR,3421,1082908.4975966047,INV-966812,06-Sep-2025,2025/10/02,40371.14,paid,L. Brown,ops0215@example.org,8280 Sunset St,acct moved to new owner
216-dup,CMP-100215,Union Sysems LLC,Software,KR,3421,1082908.4975966047,INV-966812,06-Sep-2025,2025/10/02,40371.14,paid,L. Brown,ops0215@example.org,8280 Sunset St,acct moved to new owner
217,CMP-100216,Union Systems LLC,Logistics,JP,640,746296.0933161707,INV-535612,2025-09-18,2025-10-22,84732.74,overdue,L. Patel,ops0216@example.org,9303 Maple St,urgent follow-up
218,CMP-100217,Delta Foods LLC,unknown,JP,10763,539994.238506876,INV-960649,2025-11-13,2025-12-12,27015.11,paid,K. Garcia,ops0217@example.org,1724 Pine St,see thread #A12 !!!
219,CMP-100218,Delta Works LLC,Healthcare,MX,3243,1153081.51,INV-235141,2025-12-17,2026-02-03, 63718.04 ,Paid,J. Nguyen,ops0218@example.org,7302 Sunset St,see thread #A12 ...
220,CMP-100219,North Systems LLC,Manufacturing,DE,170,942754.7237311455,INV-589340,2026/01/02,2026/02/01,89856.91,refunded,L. Nguyen,ops0219@example.org,5440 Pine St,received via fax
221,CMP-100220,Delta Systems LLC,Logistics,IN,1430,646204.8015819466,INV-974014,2025/11/26,2025-12-28,20263.02,pending,L. Patel,ops0220@example.org,6701 Pine St,check signature ???
222,CMP-100221,Delta Dynamics LLC,Software,FR,8966,2507585.0741961203,INV-731679,12/04/2025,2026/01/24, 109838.25 ,refunded,L. Kim,unknown,8467 Main St,acct moved to new owner
223,CMP-100222,Union Dynamics LLC,Construction,MX,11634,2771693.2709363634,INV-663086,31-Jan-2026,2026/03/23,69734.85,overdue,L. Kim,ops0222@example.org,1716 Maple St,check signature ???
224,CMP-100223,Global Dynamics LLC,Construction,IN,2888,1446677.4261250712,INV-905268,11-Aug-2025,2025-09-30,76487.58,pending,L. Kim,ops0223@example.org,659 Main St,received via fax
225,CMP-100224,Union DynamicsL LC,FinTech,FR,5482,2519178.15,INV-425322,01/14/2026,2026-03-05,116404.73,refunded,K. Patel,ops0224@example.org,5144 Pine St,PO attached
226,CMP-100225,Global SystemsLLC,Healthcare,CA,6783,2621146.7790231854,INV-705717,01/27/2026,03/24/2026,113319.18,refunded,K. Garcia,ops0225@example.org,5262 Main St,see thread #A12
227,CMP-100226,Delta Systems LLC,Telecom,MX,133,371056.70074761944,INV-891090,2025/07/30,19-Sep-2025,23394.65,paid,M. Garcia / M. Garcia,ops0226@example.org,9270 Maple St,received via fax (unclear)
228,CMP-100227,Global Energy LLC,Healthcare,CA,2598,"USD 2,223,735.29",INV-577862,2025-10-10,12/06/2025,114494.09,pending,L. Kim,ops0227@example.org,689 Maple St,see thread #A12 !!!
229,CMP-100228,Union Dynamics LLC,Manufacturing,FR,3954,672241.7308187822,INV-488801,2025-10-02,11/30/2025,45600.62,refunded,J. Kim,ops0228@example.org,1521 Sunset St,invoice scan low quality
230,CMP-100229,Delta Systems LLC,Construction,US,1825,14039.506342118766,INV-797452,2025-09-19,2025/11/14,482.82,void,M. Nguyen / M. Nguyen,ops0229@example.org,3532 Main St,check signature ???
231,CMP-100230,Prime Foods LLC,Software,DE,3555,306802.3847892206,INV-825544,12/14/2025,04-Jan-2026,23831.25,paid,L. Garcia,ops0230@example.org,6283 Maple St,see thread #A12
231-dup,CMP-100230,Prime Foods LLC,Software,DE,3555,306802.3847892206,INV-825544,12/14/2025,04-Jan-2026,23831.25,paid,L. Garcia,ops0230@example.org,6283 Maple St,see thread #A12 / duplicate from email chain
232,CMP-100231,North Systems LLC,Healthcare,MX,11620,1796645.0741132628,INV-511924,2025-11-26,16-Dec-2025,93628.59,paid,M. Kim,ops0231@example.org,,PO attached
233,CMP-100232,Global Foods LLC,Retail,DE,9632,783606.6068110114,INV-243800,2025-11-19,2026/01/08,"74,611.61",refunded,K. Garcia,ops0232@example.org,2854 Main St,manual override
234,CMP-100233,Global Energy LLC,Retail,JP,4547,77127.86635002834,INV-824815,2025-11-27,12/16/2025,5923.7,pending,L. Garcia,ops0233@example.org,3869 Maple St,see thread #A12
235,CMP-100234,Union Systems LLC,Manufacturing,BR,2039,"USD 938,453.26",INV-631491,2025/09/25,2025-11-10,39739.67,paid,L. Garcia,ops0234@example.org,2375 Pine St,check signature ???
236,CMP-100235,Delta Energy LLC,Telecom,MX,1212,1094164.0450986829,INV-994024,09/22/2025,07-Nov-2025,3.53e+04,overdue,J. Brown,ops0235@example.org,5618 Sunset St,PO attached ...
237,CMP-100236,Dela Systems LLC,Retail,KR,6049,2747795.212197819,INV-645945,07-Nov-2025,2025/12/17,89922.58,pending,K. Brown,ops0236@example.org,6276 Maple St,PO attached (unclear)
238,CMP-100237,North Foods LC,Software,US,,86570.90921633907,INV-860132,21-Aug-2025,2025/10/03,4665.45,over-due,L. Patel,ops0237@example.org,9570 Pine St,received via fax
239,CMP-100238,Delta Systems LLC,Retail,KR,457,1825453.7465880688,INV-866217,2026/02/11,2026-04-11,53169.2,void,J. Brown,ops0238@example.org,4638 Sunset St,PO attached !!!
240,CMP-100239,Prime Dynamisc LLC,Logistics,JP,9538,1359608.51,INV-962310,2026/02/03,2026/03/13,94442.88,paid,M. Garcia,ops0239@example.org,5091 Main St,invoice scan low quality
241,CMP-100240,Prime Systems LLC,FinTech,US,9456,484045.81699557503,INV-359515,2026/01/25,2026/03/18,"13,111.31",overdue,J. Nguyen,ops0240@example.org,2915 Pine St,check signature ???
242,CMP-100241,Delta Foods LLC,Construction,IN,7933,1364568.6536825595,INV-908135,2025/09/28,20-Oct-2025,71719.9,pending,M. Brown,ops0241@example.org,9909 Pine St,PO attached
243,CMP-100242,Prime Dynamics LLC,Retail,MX,7329,1013483.4164230268,INV-205774,05-Feb-2026,22-Mar-2026,54020,void,K. Brown,ops0242@example.org,9844 Main St,invoice scan low quality
244,CMP-100243,Delta Dynamics LLC,Manufacturing,MX,4379,1362553.1846673938,INV-959498,10/12/2025,2025-12-05,37046.2,pending,J. Garcia,ops0243@example.org,4237 Main St,acct moved to new owner
245,CMP-100244,Union Systems LLC,Manufacturing,US,6814,145724.41151666478,INV-546971,07/10/2025,2025/08/16,7373.0,overdue,M. Nguyen,ops0244@example.org,2090 Maple St,check signature ???
246,CMP-100245,Delta Dynamics LLC,Healthcare,JP,10354,5.27e+05,INV-416758,07/29/2025,04-Sep-2025,49765,PAID,M. Patel,ops0245@example.org,3668 Sunset St,PO attached
247,CMP-100246,Global Systems LLC,Telecom,US,7570,196945,INV-567560,2026-01-26,02/11/2026,5725.21,pending,J. Brown,ops0246@example.org,9855 Sunset St,manual override
248,CMP-100247,North Works LLC,Energy,BR,3599,1177549.5634924069,INV-768456,2025/09/03,2025-10-21,"108,756.60",paid,J. Garcia,ops0247@example.org,5999 Sunset St,received via fax
249,CMP-100248,Global Foods LLC,Energy,KR,24,1450467.6085969827,INV-437002,01-Jan-2026,02/10/2026,119430.66,pending,K. Nguyen,ops0248@example.org,2277 Main St,N/A
250,CMP-100249,North Foods LLC,Logistics,BR,1181,424489.89750185533,INV-948703,2025-07-11,09/07/2025,45703.9,paid,J. Nguyen,ops0249@example.org,9299 Main St,received via fax
251,CMP-100250,Prime Foods LLC,Software,MX,8449,458658.7457997367,INV-798438,12/21/2025,2026-01-24,22782.13,overdue,M. Kim,ops0250@example.org,5285 Sunset St,see thread #A12
252,CMP-100251,Prime Energy LLC,N/A,FR,3356,686243.1384490451,INV-871616,03-Nov-2025,2025/12/31,21956.43,refunded,L. Patel,ops0251@example.org,2803 Sunset St,PO attached !!!
253,CMP-100252,North Systems LLC,Healthcare,FR,5689,1287949.2496704622,INV-282969,2025/09/19,2025/10/20,1.08e+05,void?,L. Kim,ops0252@example.org,6262 Main St,PO attached ...
254,CMP-100253,North Systems LLC,unknown,KR,8421,2644448.9888527705,INV-854386,2025-11-23,2026-01-18,69681.45,void,M. Patel,ops0253@example.org,6794 Main St,received via fax
255,CMP-100254,Global Works LLC,Software,US,2812,2079247.773975109,INV-515075,2025/08/02,2025/09/10,89281.52,pending ,J. Patel,ops0254@example.org,2550 Sunset St,urgent follow-up
256,CMP-100255,Union Energy LLC,Software,DE,4681,3045331.0508904313,INV-856129,20-Aug-2025,2025-09-16,97269.98,over-due,L. Garcia,ops0255@example.org,5519 Main St,invoice scan low quality
257,CMP-100256,Union Dynamics LLC,Telecom,MX,3063,2829021.6399082225,INV-451409,2026-01-06,2026-02-09,108636.89,refunded,L. Nguyen,ops0256@example.org,2367 Sunset St,invoice scan low quality
258,CMP-100257,Prime Works LLC,Software,MX,6387,2218218.039251591,INV-310279,01-Oct-2025,2025-11-09,117905.53,PAID,J. Brown,N/A,2837 Maple St,acct moved to new owner
259,CMP-100258,North Dynamics LLC,Energy,IN,9844,774642.6705697784,INV-933112,2025/12/25,02/06/2026,61054.03,pending,J. Patel / J. Patel,ops0258@example.org,6373 Pine St,received via fax
260,CMP-100259,Global Dynaimcs LLC,FinTech,CA,748,408745.421116893,INV-700310,2025-12-25,2026-01-24,58789.18,pending,M. Garcia,ops0259@example.org,9938 Sunset St,received via fax ...
261,CMP-100260,Prime Systems LLC,Manufacturing,CA,743,674708.8724473628,INV-375267,2025-07-30,09/07/2025,42281.99,refunded,M. Brown,ops0260@example.org,9894 Sunset St,manual override
262,CMP-100261,North Works LLC,Telecom,BR,2696,2727650.4209569925,INV-450309,2025/12/30,02/14/2026,72366.76,refunded,M. Patel,ops0261@example.org,8394 Sunset St,urgent follow-up
263,CMP-100262,North Energy LLC,Manufacturing,BR,8986,1373934.7679907256,INV-585303,10/08/2025,2025/11/19,68852.93,void,L. Brown / L. Brown,ops0262@example.org,1559 Pine St,see thread #A12
264,CMP-100263,North Foods LLC,Telecom,DE,3336,61597.47623745322,INV-305858,2025/08/05,2025/09/12,8644.59,refunded,M. Patel,ops0263@example.org,8127 Pine St,invoice scan low quality
265,CMP-100264,Global Foods LLC,Healthcare,MX,5133,1628823.6980543847,INV-213998,2025/07/21,08/11/2025,77327.82,refunded,L. Patel,ops0264@example.org,8033 Sunset St,received via fax
266,CMP-100265,Union Systems LLC,Manufacturing,KR,4514,1733280.4768742856,INV-854865,2025/11/08,05-Dec-2025,45088.1,void,K. Kim,ops0265@example.org,5432 Sunset St,invoice scan low quality
267,CMP-100266,Union Dynamics LLC,Logistics,FR,10833,"1,940,610.08",INV-609024,09/03/2025,2025/10/09,72336,paid,J. Garcia,ops0266@example.org,2099 Maple St,PO attached (unclear)
268,CMP-100267,Union Foods LLC,Construction,BR,7152,323067.98309335805,INV-432816,18-Nov-2025,12/03/2025,12560.99,refunded,M. Brown,ops0267@example.org,2692 Maple St,invoice scan low quality
269,CMP-100268,Union Energy LLC,Retail,MX,9149,3860213.5929567027,INV-938301,2026/01/17,03/10/2026,98850.96,pending,K. Patel,ops0268@example.org,878 Sunset St,
270,CMP-100269,Prime Dynamics LLC,Energy,US,2636,966742.1845495452,INV-597872,2025-10-07,24-Nov-2025,51172.58,pending,J. Nguyen,ops0269@example.org,3943 Sunset St,invoice scan low quality
271,CMP-100270,Prime Systems LLC,FinTech,MX,5391,4680472.009426279,INV-799056,2026/01/05,16-Feb-2026,1.18e+05,refunded,J. Garcia,ops0270@example.org,8636 Main St,acct moved to new owner
272,CMP-100271,Prime Energy LLC,Telecom,IN,8606,"USD 396,672.57",INV-703124,2025-09-12,23-Oct-2025,54579.99,refunded,M. Garcia,ops0271@example.org,4457 Maple St,invoice scan low quality
